Max Capacity,Status,Generator
130.19,1,GEN_182238_DADRI_G2_220_G4
154.51,1,GEN_182238_DADRI_G2_220_S1
154.51,1,GEN_182238_DADRI_G2_220_S2
220,1,GEN_182262_RAPS_B2_220_3
220,1,GEN_182262_RAPS_B2_220_4
210,1,GEN_182267_UNCHAHR2_220_1
210,1,GEN_182267_UNCHAHR2_220_2
210,1,GEN_182267_UNCHAHR2_220_3
210,1,GEN_182267_UNCHAHR2_220_4
210,1,GEN_182267_UNCHAHR2_220_5
500,1,GEN_182267_UNCHAHR2_220_S1
210,1,GEN_182907_DADRI_TH_220_1
210,1,GEN_182907_DADRI_TH_220_2
210,1,GEN_182907_DADRI_TH_220_3
210,1,GEN_182907_DADRI_TH_220_4
210,1,GEN_182907_DADRI_TH_220_SW
95,1,GEN_182921_BADARPR2_220_1
95,1,GEN_182921_BADARPR2_220_2
95,1,GEN_182921_BADARPR2_220_3
210,1,GEN_182921_BADARPR2_220_4
210,1,GEN_182921_BADARPR2_220_5
108,1,GEN_182922_FARIDAB2_220_G1
108,1,GEN_182922_FARIDAB2_220_G2
108,1,GEN_182922_FARIDAB2_220_G3
108,0,GEN_182922_FARIDAB2_220_G4
156,0,GEN_182922_FARIDAB2_220_S1
220,1,GEN_182927_NAPP2_220_1
220,1,GEN_182927_NAPP2_220_2
77,1,GEN_182928_CHAMER-3_220_1
77,1,GEN_182928_CHAMER-3_220_2
77,1,GEN_182928_CHAMER-3_220_3
60,1,GEN_182929_KUTEHR_220_1
60,1,GEN_182929_KUTEHR_220_2
60,1,GEN_182929_KUTEHR_220_3
60,1,GEN_182929_KUTEHR_220_4
500,1,GEN_184067_UNCHAHAAR_400_1
500,1,GEN_184400_JHAJJAR4_400_1
500,1,GEN_184400_JHAJJAR4_400_2
500,1,GEN_184400_JHAJJAR4_400_3
100,1,GEN_184401_CHAMERA-2_400_1
100,1,GEN_184401_CHAMERA-2_400_2
100,1,GEN_184401_CHAMERA-2_400_3
220,1,GEN_184405_RAPS_C4_400_5
220,1,GEN_184405_RAPS_C4_400_6
700,1,GEN_184405_RAPS_C4_400_7
700,1,GEN_184405_RAPS_C4_400_8
600,1,GEN_184409_PANIPAT_400_1
600,1,GEN_184409_PANIPAT_400_2
180,1,GEN_184411_CHAMERA-1_400_1
180,1,GEN_184411_CHAMERA-1_400_2
180,1,GEN_184411_CHAMERA-1_400_3
120,1,GEN_184414_URIG-1_400_1
120,1,GEN_184414_URIG-1_400_2
120,1,GEN_184414_URIG-1_400_3
120,1,GEN_184414_URIG-1_400_4
500,1,GEN_184416_RIHAND-G_400_1
500,1,GEN_184416_RIHAND-G_400_2
500,1,GEN_184416_RIHAND-G_400_3
500,1,GEN_184416_RIHAND-G_400_4
130,1,GEN_184418_DULHASTI_400_1
130,1,GEN_184418_DULHASTI_400_2
130,1,GEN_184418_DULHASTI_400_3
165,1,GEN_184419_DEHAR_400_3
165,1,GEN_184419_DEHAR_400_4
165,1,GEN_184419_DEHAR_400_5
165,1,GEN_184419_DEHAR_400_6
490,1,GEN_184424_DADR-NCR_400_5
490,1,GEN_184424_DADR-NCR_400_6
660,0,GEN_184431_KANPUR_400_1
660,0,GEN_184431_KANPUR_400_2
200,1,GEN_184440_KOLDAM_400_1
200,1,GEN_184440_KOLDAM_400_2
200,1,GEN_184440_KOLDAM_400_3
200,1,GEN_184440_KOLDAM_400_4
500,1,GEN_184446_RIHNDEXT_400_5
500,1,GEN_184446_RIHNDEXT_400_6
100,1,GEN_184452_KOTESHWA_400_1
100,1,GEN_184452_KOTESHWA_400_2
100,1,GEN_184452_KOTESHWA_400_3
100,1,GEN_184452_KOTESHWA_400_4
60,1,GEN_184453_URIG-2_400_1
60,1,GEN_184453_URIG-2_400_2
60,1,GEN_184453_URIG-2_400_3
60,1,GEN_184453_URIG-2_400_4
250,1,GEN_184456_KARCHAMW_400_1
250,1,GEN_184456_KARCHAMW_400_2
250,1,GEN_184456_KARCHAMW_400_3
250,1,GEN_184456_KARCHAMW_400_4
150,1,GEN_184458_SHRECEM_400_1
150,1,GEN_184458_SHRECEM_400_2
200,1,GEN_184470_PARBT-II_400_1
200,1,GEN_184470_PARBT-II_400_2
200,1,GEN_184470_PARBT-II_400_3
200,1,GEN_184470_PARBT-II_400_4
130,1,GEN_184471_PARBTI-3_400_1
130,1,GEN_184471_PARBTI-3_400_2
130,1,GEN_184471_PARBTI-3_400_3
130,1,GEN_184471_PARBTI-3_400_4
68.67,1,GEN_184478_RAMPUR_400_1
68.67,1,GEN_184478_RAMPUR_400_2
68.67,1,GEN_184478_RAMPUR_400_3
68.67,1,GEN_184478_RAMPUR_400_4
68.67,1,GEN_184478_RAMPUR_400_5
68.67,1,GEN_184478_RAMPUR_400_6
60,1,GEN_184485_BAJOLIHOLI_400_1
60,1,GEN_184485_BAJOLIHOLI_400_2
60,1,GEN_184485_BAJOLIHOLI_400_3
700,1,GEN_184486_GVAHP-NPCIL_400_1
700,1,GEN_184486_GVAHP-NPCIL_400_2
250,1,GEN_184499_TEHRI4_400_1
250,1,GEN_184499_TEHRI4_400_2
250,1,GEN_184499_TEHRI4_400_3
250,1,GEN_184499_TEHRI4_400_4
250,1,GEN_184499_TEHRI4_400_5
250,1,GEN_184499_TEHRI4_400_6
250,1,GEN_184499_TEHRI4_400_7
250,1,GEN_184499_TEHRI4_400_8
205,1,GEN_184540_RATLE_400_1
205,1,GEN_184540_RATLE_400_2
205,1,GEN_184540_RATLE_400_3
250,1,GEN_184540_RATLE_400_4
30,1,GEN_184540_RATLE_400_5
200,1,GEN_184542_PAKALDUL_400_1
200,1,GEN_184542_PAKALDUL_400_2
200,1,GEN_184542_PAKALDUL_400_3
200,1,GEN_184542_PAKALDUL_400_4
200,1,GEN_184542_PAKALDUL_400_5
22,1,GEN_184572_TANGU-ROMAI1_400_1
22,1,GEN_184572_TANGU-ROMAI1_400_2
60,1,GEN_184579_MIYAR_400_1
60,1,GEN_184579_MIYAR_400_2
250,1,GEN_184903_NATHPA4_400_1
250,1,GEN_184903_NATHPA4_400_2
250,1,GEN_184903_NATHPA4_400_3
250,1,GEN_184903_NATHPA4_400_4
250,1,GEN_184903_NATHPA4_400_5
250,1,GEN_184903_NATHPA4_400_6
200,1,GEN_184923_SINGRL4_400_1
200,1,GEN_184923_SINGRL4_400_2
200,1,GEN_184923_SINGRL4_400_3
200,1,GEN_184923_SINGRL4_400_4
200,1,GEN_184923_SINGRL4_400_5
500,1,GEN_184923_SINGRL4_400_6
500,1,GEN_184923_SINGRL4_400_7
350,0,GEN_184927_GORAKHPU_400_1
350,0,GEN_184927_GORAKHPU_400_2
108,1,GEN_186015_BHAKRA-L_66_1
108,1,GEN_186015_BHAKRA-L_66_2
11.25,1,GEN_191123_DHAKRANI_132_1
11.25,1,GEN_191123_DHAKRANI_132_2
11.25,1,GEN_191123_DHAKRANI_132_3
13.8,1,GEN_191137_KHATIMAH_132_1
13.8,1,GEN_191137_KHATIMAH_132_2
13.8,1,GEN_191137_KHATIMAH_132_3
66,1,GEN_191191_KALAGARH_132_1
66,1,GEN_191191_KALAGARH_132_2
66,0,GEN_191191_KALAGARH_132_3
36,1,GEN_191195_CHILLA-H_132_1
36,1,GEN_191195_CHILLA-H_132_2
36,1,GEN_191195_CHILLA-H_132_3
36,1,GEN_191195_CHILLA-H_132_4
10,1,GEN_191197_KULHALHE_132_1
10,1,GEN_191197_KULHALHE_132_2
10,1,GEN_191197_KULHALHE_132_3
17,1,GEN_191903_DHALIPUR_132_1
17,1,GEN_191903_DHALIPUR_132_2
17,1,GEN_191903_DHALIPUR_132_3
330,0,GEN_192050_JOSHIMATH_220_1
330,1,GEN_192051_ALAKNANDA_220_1
195,1,GEN_192053_KOTLIBHEL_220_1
57,1,GEN_192055_LATATAPOVAN_220_1
57,1,GEN_192055_LATATAPOVAN_220_2
57,1,GEN_192055_LATATAPOVAN_220_3
225,1,GEN_192056_GAMA_220_1
225,1,GEN_192057_BETA_220_1
99,1,GEN_192058_SBHATWARI_220_1
38,1,GEN_192059_PHATABYUNG_220_1
38,1,GEN_192059_PHATABYUNG_220_2
8,0,GEN_192253_BHILANGA_220_1
8,0,GEN_192253_BHILANGA_220_2
8,0,GEN_192253_BHILANGA_220_3
75,0,GEN_192292_SHRAVANT_220_1
75,0,GEN_192292_SHRAVANT_220_2
75,0,GEN_192292_SHRAVANT_220_3
76,1,GEN_192298_MANERI_2_220_1
76,1,GEN_192298_MANERI_2_220_2
76,1,GEN_192298_MANERI_2_220_3
76,1,GEN_192298_MANERI_2_220_4
60,1,GEN_192299_CHIBRO-H_220_1
60,1,GEN_192299_CHIBRO-H_220_2
60,1,GEN_192299_CHIBRO-H_220_3
60,1,GEN_192299_CHIBRO-H_220_4
30,1,GEN_192600_MANERI_1_220_1
30,1,GEN_192600_MANERI_1_220_2
30,1,GEN_192600_MANERI_1_220_3
30,1,GEN_192902_KHODRIHE_220_1
30,1,GEN_192902_KHODRIHE_220_2
30,1,GEN_192902_KHODRIHE_220_3
30,1,GEN_192902_KHODRIHE_220_4
130,1,GEN_194056_TPVNVISHNUGD_400_1
130,1,GEN_194056_TPVNVISHNUGD_400_2
130,1,GEN_194056_TPVNVISHNUGD_400_3
130,1,GEN_194056_TPVNVISHNUGD_400_4
111,1,GEN_194057_PIPALKOTI_400_1
111,1,GEN_194057_PIPALKOTI_400_2
111,1,GEN_194057_PIPALKOTI_400_3
111,1,GEN_194057_PIPALKOTI_400_4
150,0,GEN_194060_SRAVANTHI_400_1
150,0,GEN_194060_SRAVANTHI_400_2
150,0,GEN_194060_SRAVANTHI_400_3
82.5,1,GEN_194410_SRINAGAR-HEP_400_1
82.5,1,GEN_194410_SRINAGAR-HEP_400_2
82.5,1,GEN_194410_SRINAGAR-HEP_400_3
82.5,1,GEN_194410_SRINAGAR-HEP_400_4
25,1,GEN_211145_KHANDONG1_132_1
25,1,GEN_211145_KHANDONG1_132_2
5.3,0,GEN_211350_PAILAPOL1_132_1
5.3,0,GEN_211350_PAILAPOL1_132_2
4.1,0,GEN_211370_DULLAVCH1_132_1
4.1,0,GEN_211370_DULLAVCH1_132_2
15,0,GEN_211450_LTPS1_132_1
15,0,GEN_211450_LTPS1_132_2
15,1,GEN_211450_LTPS1_132_3
15,1,GEN_211450_LTPS1_132_4
20,1,GEN_211450_LTPS1_132_5
20,1,GEN_211450_LTPS1_132_6
20,1,GEN_211450_LTPS1_132_7
37.5,1,GEN_211450_LTPS1_132_8
20,1,GEN_211460_NTPS1_132_1
21,1,GEN_211460_NTPS1_132_2
21,1,GEN_211460_NTPS1_132_3
15,1,GEN_211460_NTPS1_132_4
24,1,GEN_211460_NTPS1_132_5
22,1,GEN_211460_NTPS1_132_6
33.5,1,GEN_212001_AGBPP2-AS_220_1
33.5,1,GEN_212001_AGBPP2-AS_220_2
33.5,1,GEN_212001_AGBPP2-AS_220_3
33.5,1,GEN_212001_AGBPP2-AS_220_4
33.5,1,GEN_212001_AGBPP2-AS_220_5
33.5,1,GEN_212001_AGBPP2-AS_220_6
30,1,GEN_212001_AGBPP2-AS_220_7
30,1,GEN_212001_AGBPP2-AS_220_8
30,1,GEN_212001_AGBPP2-AS_220_9
22,1,GEN_212096_ADISHANKAR_220_1
22,1,GEN_212096_ADISHANKAR_220_2
22,1,GEN_212096_ADISHANKAR_220_3
60,1,GEN_212097_KSKDIBBIN_220_1
60,1,GEN_212097_KSKDIBBIN_220_2
60,1,GEN_212098_SEWNAFRA_220_1
60,1,GEN_212098_SEWNAFRA_220_2
72,1,GEN_212099_PATELHYDRO_220_1
72,1,GEN_212099_PATELHYDRO_220_2
22.5,0,GEN_212099_PATELHYDRO_220_4
22.5,0,GEN_212099_PATELHYDRO_220_5
55,1,GEN_212150_KOPILI2_220_1
55,1,GEN_212150_KOPILI2_220_2
55,1,GEN_212150_KOPILI2_220_3
55,1,GEN_212150_KOPILI2_220_4
50,1,GEN_212440_LANGPI1_220_1
50,1,GEN_212440_LANGPI1_220_2
250,1,GEN_214051_BTPS4_400_1
250,1,GEN_214051_BTPS4_400_2
250,1,GEN_214051_BTPS4_400_3
300,0,GEN_214413_KALAI-II_400_1
300,0,GEN_214413_KALAI-II_400_2
300,0,GEN_214413_KALAI-II_400_3
300,0,GEN_214413_KALAI-II_400_4
55,1,GEN_221150_PARE_132_1
55,1,GEN_221150_PARE_132_2
135,1,GEN_221460_RANGNADI1_132_1
135,1,GEN_221460_RANGNADI1_132_2
135,1,GEN_221460_RANGNADI1_132_3
200,1,GEN_224002_TAWANG-I_400_1
200,1,GEN_224002_TAWANG-I_400_2
200,1,GEN_224002_TAWANG-I_400_3
200,1,GEN_224003_TAWANG-II_400_1
200,1,GEN_224003_TAWANG-II_400_2
200,1,GEN_224003_TAWANG-II_400_3
200,1,GEN_224003_TAWANG-II_400_4
130,1,GEN_224004_NYAMJUNGCHU_400_1
130,1,GEN_224004_NYAMJUNGCHU_400_2
130,1,GEN_224004_NYAMJUNGCHU_400_3
130,1,GEN_224004_NYAMJUNGCHU_400_4
130,1,GEN_224004_NYAMJUNGCHU_400_5
130,1,GEN_224004_NYAMJUNGCHU_400_6
150,1,GEN_224323_KAMENG_400_1
150,1,GEN_224323_KAMENG_400_2
150,1,GEN_224323_KAMENG_400_3
150,1,GEN_224323_KAMENG_400_4
250,1,GEN_224325_L-SUBANSRI_400_1
250,1,GEN_224325_L-SUBANSRI_400_2
250,1,GEN_224325_L-SUBANSRI_400_3
250,1,GEN_224325_L-SUBANSRI_400_4
250,1,GEN_224325_L-SUBANSRI_400_5
250,1,GEN_224325_L-SUBANSRI_400_6
250,1,GEN_224325_L-SUBANSRI_400_7
250,1,GEN_224325_L-SUBANSRI_400_8
175,1,GEN_224412_TATO-II_400_1
175,1,GEN_224412_TATO-II_400_2
175,1,GEN_224412_TATO-II_400_3
175,1,GEN_224412_TATO-II_400_4
350,1,GEN_224414_ATHENADEMWE_400_1
350,1,GEN_224414_ATHENADEMWE_400_2
350,0,GEN_224414_ATHENADEMWE_400_3
350,0,GEN_224414_ATHENADEMWE_400_4
350,0,GEN_224414_ATHENADEMWE_400_5
40,1,GEN_224414_ATHENADEMWE_400_6
75,1,GEN_224415_GMRLONDA_400_1
75,1,GEN_224415_GMRLONDA_400_2
75,1,GEN_224415_GMRLONDA_400_3
2.8,1,GEN_231000_UMTRU1_132_1
2.8,1,GEN_231000_UMTRU1_132_2
2.8,1,GEN_231000_UMTRU1_132_3
2.8,1,GEN_231000_UMTRU1_132_4
9,1,GEN_231010_UMIAM1-1_132_1
9,1,GEN_231010_UMIAM1-1_132_2
9,1,GEN_231010_UMIAM1-1_132_3
9,1,GEN_231010_UMIAM1-1_132_4
10,1,GEN_231020_UMIAM2-1_132_1
10,1,GEN_231020_UMIAM2-1_132_2
30,1,GEN_231030_UMIAM3-1_132_1
30,1,GEN_231030_UMIAM3-1_132_2
30,1,GEN_231040_UMIAM4-1_132_1
30,1,GEN_231040_UMIAM4-1_132_2
12,1,GEN_231111_GANOL_132_1
12,1,GEN_231111_GANOL_132_2
30,0,GEN_231150_ADHUNIK1_132_1
42,1,GEN_231280_LESHKA1_132_1
42,1,GEN_231280_LESHKA1_132_2
42,1,GEN_231280_LESHKA1_132_3
8,0,GEN_231410_MPL_132_1
45.35,0,GEN_231410_MPL_132_2
25,1,GEN_241510_DOYANG1_132_1
25,1,GEN_241510_DOYANG1_132_2
25,1,GEN_241510_DOYANG1_132_3
62,1,GEN_242011_DIKHUHYDEL_220_1
62,1,GEN_242011_DIKHUHYDEL_220_2
62,1,GEN_242011_DIKHUHYDEL_220_3
7.5,1,GEN_246100_LIKIMARO1_66_1
7.5,1,GEN_246100_LIKIMARO1_66_2
7.5,1,GEN_246100_LIKIMARO1_66_3
35,1,GEN_251080_LOKTAK1_132_1
35,1,GEN_251080_LOKTAK1_132_2
35,1,GEN_251080_LOKTAK1_132_3
4,1,GEN_261020_KOLASIB1_132_1
4,1,GEN_261020_KOLASIB1_132_2
4,1,GEN_261020_KOLASIB1_132_3
20,0,GEN_261021_TUIRIAL_132_1
20,1,GEN_261021_TUIRIAL_132_2
20,1,GEN_261021_TUIRIAL_132_3
2,0,GEN_261080_BAIRABI1_132_1
230,1,GEN_264001_KOLODYNE-ST2_400_1
230,1,GEN_264001_KOLODYNE-ST2_400_2
4,0,GEN_271080_TELIMURA1_132_1
4,0,GEN_271080_TELIMURA1_132_2
4,0,GEN_271080_TELIMURA1_132_3
21,1,GEN_271120_AGTPP1_132_1
21,1,GEN_271120_AGTPP1_132_2
21,1,GEN_271120_AGTPP1_132_3
21,1,GEN_271120_AGTPP1_132_4
21,1,GEN_271120_AGTPP1_132_5
21,1,GEN_271120_AGTPP1_132_6
21,1,GEN_271340_ROKHIA1_132_1
21,1,GEN_271340_ROKHIA1_132_2
8,1,GEN_271340_ROKHIA1_132_3
8,1,GEN_271340_ROKHIA1_132_4
8,1,GEN_271340_ROKHIA1_132_5
8,1,GEN_271340_ROKHIA1_132_6
101,1,GEN_271600_MONARCHAK1_132_1
363,1,GEN_274080_PALATAN4_400_1
363,1,GEN_274080_PALATAN4_400_2
10.5,1,GEN_276360_ROKHIA6_66_1
10.5,1,GEN_276360_ROKHIA6_66_2
4,0,GEN_276400_GUMTI6_66_1
4,0,GEN_276400_GUMTI6_66_2
4,0,GEN_276400_GUMTI6_66_3
21,1,GEN_276430_BARAMRA6_66_1
21,1,GEN_276430_BARAMRA6_66_2
16.5,1,GEN_276430_BARAMRA6_66_3
84,1,GEN_280001_CHUKHA_13.8_1
84,1,GEN_280001_CHUKHA_13.8_2
84,1,GEN_280001_CHUKHA_13.8_3
84,1,GEN_280001_CHUKHA_13.8_4
15,1,GEN_281104_KURICHU1_132_1
15,1,GEN_281104_KURICHU1_132_2
15,1,GEN_281104_KURICHU1_132_3
15,1,GEN_281104_KURICHU1_132_4
180,0,GEN_282007_BUNAKHA_220_1
63,0,GEN_282205_DAGACHU2_220_1
63,0,GEN_282205_DAGACHU2_220_2
20,0,GEN_282206_RURICHU2_220_1
20,0,GEN_282206_RURICHU2_220_2
200,1,GEN_284002_PUNATSANC1&2_400_1
200,1,GEN_284002_PUNATSANC1&2_400_10
200,1,GEN_284002_PUNATSANC1&2_400_11
200,1,GEN_284002_PUNATSANC1&2_400_2
200,1,GEN_284002_PUNATSANC1&2_400_3
200,1,GEN_284002_PUNATSANC1&2_400_4
200,1,GEN_284002_PUNATSANC1&2_400_5
200,1,GEN_284002_PUNATSANC1&2_400_6
200,1,GEN_284002_PUNATSANC1&2_400_7
200,1,GEN_284002_PUNATSANC1&2_400_8
200,1,GEN_284002_PUNATSANC1&2_400_9
570,0,GEN_284003_WANGCHU_400_1
180,1,GEN_284008_MANGDECHU_400_1
180,1,GEN_284008_MANGDECHU_400_2
180,1,GEN_284008_MANGDECHU_400_3
180,1,GEN_284008_MANGDECHU_400_4
192.5,0,GEN_284012_CHAMKARCHU-1_400_1
192.5,0,GEN_284012_CHAMKARCHU-1_400_2
192.5,0,GEN_284012_CHAMKARCHU-1_400_3
192.5,0,GEN_284012_CHAMKARCHU-1_400_4
150,0,GEN_284013_KHOLONGCHU_400_1
150,0,GEN_284013_KHOLONGCHU_400_2
150,0,GEN_284013_KHOLONGCHU_400_3
150,0,GEN_284013_KHOLONGCHU_400_4
12,0,GEN_286607_BASACHU66_66_1
12,0,GEN_286607_BASACHU66_66_2
40,1,GEN_311004_HASDE1_132_1
40,1,GEN_311004_HASDE1_132_2
40,1,GEN_311004_HASDE1_132_3
24,0,GEN_311012_RAIGARH_132_1
15,0,GEN_311012_RAIGARH_132_2
14,0,GEN_311014_SILTARA_132_1
15,0,GEN_311034_KVK_132_1
50,0,GEN_311035_ARASMETA_132_1
90,0,GEN_311041_MONNET_R_132_1
16,0,GEN_311044_BAGRANG_132_1
10.8,0,GEN_311057_MAHA-CL_132_1
85,0,GEN_311084_SKS_132_1
25,0,GEN_311085_JAGDMBA_132_1
55,0,GEN_311086_GODVRI-P_132_1
41,0,GEN_311087_VANDANA_132_1
18,0,GEN_311088_NAKODA_132_1
62,0,GEN_311089_SHARD-EN_132_1
20,0,GEN_311092_HIRA-PL_132_1
8,0,GEN_311092_HIRA-PL_132_2
20,0,GEN_311092_HIRA-PL_132_3
26,0,GEN_311093_BAJRNG-P_132_1
30,0,GEN_311095_ARYAN-CL_132_1
30,0,GEN_311096_CSPL_132_1
65,0,GEN_311097_PIL_132_1
24,0,GEN_311103_MSP-STL_132_1
12,0,GEN_311105_RL-I-LTD_132_1
52,0,GEN_311113_MONNET-M_132_1
70,0,GEN_311114_SALASAR_132_1
50,1,GEN_311115_SPECTRUM-CL_132_1
50,1,GEN_311115_SPECTRUM-CL_132_2
50,1,GEN_312001_KORBE2_220_1
50,1,GEN_312001_KORBE2_220_2
50,1,GEN_312001_KORBE2_220_3
50,1,GEN_312001_KORBE2_220_4
120,1,GEN_312001_KORBE2_220_5
120,1,GEN_312001_KORBE2_220_6
210,1,GEN_312003_KORBW2_220_1
210,1,GEN_312003_KORBW2_220_2
30,0,GEN_312011_SILTARA_220_1
250,1,GEN_312013_JINB2-2_220_4
250,1,GEN_312014_KORBAEXT_220_1
250,1,GEN_312014_KORBAEXT_220_2
30,1,GEN_312018_ARYN_CBL_132_1
30,1,GEN_312018_ARYN_CBL_132_2
67.5,0,GEN_312019_BALCO2_220_1
67.5,0,GEN_312019_BALCO2_220_2
135,0,GEN_312019_BALCO2_220_3
135,0,GEN_312019_BALCO2_220_4
67.5,0,GEN_312019_BALCO2_220_5
67.5,0,GEN_312019_BALCO2_220_6
135,0,GEN_312019_BALCO2_220_7
135,0,GEN_312019_BALCO2_220_8
374,1,GEN_312020_JSPCL2_220_1
270,0,GEN_312032_BALCO_220_1
135,0,GEN_312035_DCPP_JS_220_1
135,0,GEN_312035_DCPP_JS_220_2
135,1,GEN_312036_DCPP_JS_220_1
135,0,GEN_312036_DCPP_JS_220_2
200,1,GEN_314001_KNTPC4_400_1
200,1,GEN_314001_KNTPC4_400_2
200,1,GEN_314001_KNTPC4_400_3
500,1,GEN_314001_KNTPC4_400_4
500,1,GEN_314001_KNTPC4_400_5
500,1,GEN_314001_KNTPC4_400_6
500,1,GEN_314001_KNTPC4_400_7
210,1,GEN_314003_KORBW4_400_3
210,1,GEN_314003_KORBW4_400_4
500,1,GEN_314003_KORBW4_400_5
250,1,GEN_314007_NSPCL4_400_1
250,1,GEN_314007_NSPCL4_400_2
600,1,GEN_314009_KSKMAHNADI_400_1
600,1,GEN_314009_KSKMAHNADI_400_2
600,1,GEN_314009_KSKMAHNADI_400_3
600,1,GEN_314009_KSKMAHNADI_400_4
600,1,GEN_314009_KSKMAHNADI_400_5
600,1,GEN_314009_KSKMAHNADI_400_6
300,1,GEN_314010_PATH4_400_1
300,1,GEN_314010_PATH4_400_2
300,1,GEN_314012_MCCPL_400_1
250,1,GEN_314014_JIN4-B1_400_1
250,1,GEN_314014_JIN4-B1_400_2
250,1,GEN_314014_JIN4-B1_400_3
135,1,GEN_314018_ARYN_CBL_400_1
135,1,GEN_314018_ARYN_CBL_400_2
300,1,GEN_314019_BALCO_400_1
300,1,GEN_314019_BALCO_400_2
300,1,GEN_314019_BALCO_400_3
300,1,GEN_314019_BALCO_400_4
135,1,GEN_314020_VANDANA_400_1
135,1,GEN_314020_VANDANA_400_2
270,1,GEN_314020_VANDANA_400_3
500,1,GEN_314022_MARWA_400_1
500,1,GEN_314022_MARWA_400_2
600,1,GEN_314023_KWPCL_400_1
600,0,GEN_314023_KWPCL_400_2
600,1,GEN_314026_DBPOWER_400_1
600,1,GEN_314026_DBPOWER_400_2
600,1,GEN_314027_JPL_EXTN_400_1
600,1,GEN_314027_JPL_EXTN_400_2
600,1,GEN_314027_JPL_EXTN_400_3
600,1,GEN_314027_JPL_EXTN_400_4
350,0,GEN_314034_DHEERUPOWER_400_1
350,0,GEN_314034_DHEERUPOWER_400_2
350,0,GEN_314034_DHEERUPOWER_400_3
360,1,GEN_314039_RKM_400_1
360,1,GEN_314039_RKM_400_2
360,1,GEN_314039_RKM_400_3
360,1,GEN_314039_RKM_400_4
600,1,GEN_314040_ATHENA_400_1
600,1,GEN_314040_ATHENA_400_2
300,1,GEN_314041_SKS_400_1
300,1,GEN_314041_SKS_400_2
300,1,GEN_314041_SKS_400_3
300,1,GEN_314041_SKS_400_4
600,1,GEN_314042_VISAPOWER_400_1
600,1,GEN_314042_VISAPOWER_400_2
660,1,GEN_314043_LANCO-AMARKA_400_1
660,1,GEN_314043_LANCO-AMARKA_400_2
685,1,GEN_314044_GMR_400_1
685,1,GEN_314044_GMR_400_2
